epoch,J,MI_lb,E_total,E_met,compute_cost,rule,lambda,gamma,seed,energy_ratio
27,-40.81126614463288,0.1998518552230512,4101.111799985592,599.7728216214391,28,EProp,0.01,0.1,1,0.39261968370335587
28,-40.695153460433886,0.2455732200214768,4094.072668045536,594.47260863507,29,EProp,0.01,0.1,1,0.3919457928438429
29,-40.61966737062452,0.2988591615586045,4091.852653218312,591.7520280289216,30,EProp,0.01,0.1,1,0.39173325986210744
30,-40.69729880795634,0.3053566295673553,4100.26554375237,598.3779938461181,31,EProp,0.01,0.1,1,0.39253866741537735
31,-40.57885837355355,0.2099448297769033,4078.880320333045,576.7602105953564,32,EProp,0.01,0.1,1,0.39049135437825155
32,-40.68121770045416,0.2805262366808714,4096.174393713503,591.7629114727889,33,EProp,0.01,0.1,1,0.3921470014202566
33,-40.73416581121266,0.263212157428601,4099.737796864127,595.0651213072566,34,EProp,0.01,0.1,1,0.39248814359977735
34,-40.84960608298633,0.2708058845925083,4112.041196757883,608.0625164003184,35,EProp,0.01,0.1,1,0.3936660088251973
35,-40.63363227608846,0.2902022355717863,4092.3834511660248,591.0591543255249,36,EProp,0.01,0.1,1,0.39178407577069646
36,-40.57986986328896,0.3032133072468035,4088.308317053577,585.5805036751575,37,EProp,0.01,0.1,1,0.39139394305929764
37,-40.59265800306128,0.3881538481695923,4098.081185123087,593.1535386313616,38,EProp,0.01,0.1,1,0.3923295479775394
38,-40.71322314116119,0.3163066379102917,4102.952977907148,596.2704767225042,39,EProp,0.01,0.1,1,0.3927959487574335
39,-40.673704617285686,0.3284955665146061,4100.220018380029,594.0647322767331,40,EProp,0.01,0.1,1,0.3925343090466811
40,-40.63378719592311,0.3836424225389345,4101.742961846204,595.3718202471739,41,EProp,0.01,0.1,1,0.3926801079449188
41,-40.69392489953137,0.3270279001554312,4102.095279968679,594.8322991101544,42,EProp,0.01,0.1,1,0.39271383709851315
42,-40.70834918925168,0.3684800808053534,4107.682927005703,600.6680118312946,43,EProp,0.01,0.1,1,0.39324877014089693
43,-40.676177422076094,0.3470261573983624,4102.320357947446,595.7807768212422,44,EProp,0.01,0.1,1,0.3927353849248446
44,-40.7876785739854,0.3358694305871479,4112.354800457255,605.6809008997509,45,EProp,0.01,0.1,1,0.393696031655898
45,-40.51858710984612,0.4197897021963808,4093.8376812042497,588.9962042807733,46,EProp,0.01,0.1,1,0.39192329639317297
46,-40.56127220215728,0.2974121930730029,4085.868439523028,577.9667881408225,47,EProp,0.01,0.1,1,0.39116036153530154
47,-40.66320431065467,0.3651683963016183,4102.837270695629,592.9373712075758,48,EProp,0.01,0.1,1,0.3927848715347182
48,-40.66375566144699,0.3918994991346691,4105.5655160581655,595.6417237945143,49,EProp,0.01,0.1,1,0.3930460599352168
49,-40.60345705396209,0.4098034694766417,4101.326052343873,591.390354452898,50,EProp,0.01,0.1,1,0.3926401951395818
50,-40.612013876153405,0.4956378177508633,4110.765169390426,599.7704618776114,51,EProp,0.01,0.1,1,0.3935438484243496
51,-40.67844220921154,0.4050441907597735,4108.348639997132,596.5487548026422,52,EProp,0.01,0.1,1,0.39331250213282476
52,-40.682912729122535,0.4031732389929301,4108.608596811546,597.2401637471318,53,EProp,0.01,0.1,1,0.39333738908232274
53,-40.57875083790829,0.3871968301194322,4096.594766802772,585.6924377259444,54,EProp,0.01,0.1,1,0.3921872458118742
54,-40.65217218084225,0.4504540121096241,4110.262619295188,597.9701000312145,55,EProp,0.01,0.1,1,0.3934957368221645
55,-40.6354275085788,0.4410327226841675,4107.646023126297,595.3772687103658,56,EProp,0.01,0.1,1,0.39324523715029186
56,-40.63794777051177,0.4260321546386176,4106.397992515039,593.8596456673245,57,EProp,0.01,0.1,1,0.39312575701716157
57,-40.55291230101513,0.4638087851792489,4101.6721086194375,588.9348972043745,58,EProp,0.01,0.1,1,0.3926733248156507
58,-40.71219236595381,0.4395925346595728,4115.178490061338,600.786822281129,59,EProp,0.01,0.1,1,0.39396635740493896
59,-40.58090059029135,0.5024926175706796,4108.339320786203,595.2249272653912,60,EProp,0.01,0.1,1,0.39331160995874476
60,-40.65567305170945,0.4866421320502359,4114.231518375968,599.9847352905216,61,EProp,0.01,0.1,1,0.3938756991293983
61,-40.61828214019472,0.4917721126784746,4111.005425287319,597.0392474206093,62,EProp,0.01,0.1,1,0.393566849307731
62,-40.60665040819476,0.4483120970620406,4105.49625052568,591.1319199814926,63,EProp,0.01,0.1,1,0.39303942880376214
63,-40.65257637625175,0.4608426781898629,4111.341905444161,596.4171842228466,64,EProp,0.01,0.1,1,0.39359906221466817
64,-40.624169212961775,0.5243899512040753,4114.855916416585,600.2258261889845,65,EProp,0.01,0.1,1,0.3939354758370738
65,-40.626774503140695,0.5429210091827397,4116.969551232343,602.1101031190938,66,EProp,0.01,0.1,1,0.3941378245350122
66,-40.58888162347944,0.4761069518594389,4106.498857533888,591.47813582488,67,EProp,0.01,0.1,1,0.3931354133234826
67,-40.54687986585926,0.5078098989223765,4105.468976478163,589.6432084884585,68,EProp,0.01,0.1,1,0.39303681772451543
68,-40.6136170930637,0.5184968735943514,4113.211396665805,595.9318076574759,69,EProp,0.01,0.1,1,0.393778037840773
69,-40.60767577134815,0.5253258582597633,4113.300162960791,595.8726819683588,70,EProp,0.01,0.1,1,0.3937865358765156
70,-40.73901266399234,0.4811907464341383,4122.020341042648,604.3564010469844,71,EProp,0.01,0.1,1,0.3946213615841074
71,-40.501484560090645,0.55567455255806,4105.715911264871,590.1282775178883,72,EProp,0.01,0.1,1,0.3930604580109989
72,-40.47645614712468,0.5308955180247521,4100.735166514943,582.878174495545,73,EProp,0.01,0.1,1,0.39258362672141284
73,-40.4600912518413,0.6256760888014075,4108.576734064271,588.2493109958968,74,EProp,0.01,0.1,1,0.3933343387041894
74,-40.58887932940772,0.5293660556774555,4111.824538508517,588.9926456863642,75,EProp,0.01,0.1,1,0.39364526706113767
75,-40.47964024102901,0.5976427439156433,4107.728298494465,584.8751668099593,76,EProp,0.01,0.1,1,0.39325311377755834
76,-40.56533183575469,0.6163870236836027,4118.171885943829,593.4119296263423,77,EProp,0.01,0.1,1,0.3942529299740131
77,-40.71147025455172,0.5021661849443659,4121.363643949609,596.3683743969968,78,EProp,0.01,0.1,1,0.39455849272865234
78,-40.63857718840342,0.5927340449682204,4123.131123337163,600.4522439900755,79,EProp,0.01,0.1,1,0.39472770225815024
79,-40.575611440156976,0.5989762692202127,4117.458770937719,595.6043834441912,80,EProp,0.01,0.1,1,0.394184659953151
80,-40.57952423248148,0.6180892821241635,4119.761351460564,597.5581158518071,81,EProp,0.01,0.1,1,0.39440509735663365
81,-40.499557967994,0.6503167673191892,4114.987473531319,592.5379546200998,82,EProp,0.01,0.1,1,0.3939480704492898
82,-40.54827984720732,0.6087968662935448,4115.707671350087,591.6497752098796,83,EProp,0.01,0.1,1,0.39401701854278237
83,-40.43677694744305,0.5956298019245518,4103.24067493676,578.5802470265739,84,EProp,0.01,0.1,1,0.39282349141471223
84,-40.795413320716605,0.5148639459066886,4131.02772666233,603.8991297773421,85,EProp,0.01,0.1,1,0.39548368308751186
85,-40.56130416687895,0.6579366879248107,4121.924085480376,598.7869060497926,86,EProp,0.01,0.1,1,0.3946121465638257
86,-40.58080575518677,0.6604696231790186,4124.127537836579,600.5219520613743,87,EProp,0.01,0.1,1,0.3948230939384257
87,-40.63504574877084,0.6284176008785365,4126.346334964937,602.6574952335694,88,EProp,0.01,0.1,1,0.39503551034383577
88,-40.52123074204375,0.6889414635438564,4121.0172205587605,598.1985850994577,89,EProp,0.01,0.1,1,0.3945253279068246
89,-40.452679153412056,0.6192894753794009,4107.196862879146,583.1771532160685,90,EProp,0.01,0.1,1,0.39320223682190053
90,-40.571613624046485,0.6485888011032741,4122.020242514976,595.7315328308488,91,EProp,0.01,0.1,1,0.3946213521515668
91,-40.50858835932226,0.6813563900954223,4118.994474941768,592.7309725126913,92,EProp,0.01,0.1,1,0.39433168048069034
92,-40.42709496668749,0.7229685001656367,4115.006346685313,587.6705613397196,93,EProp,0.01,0.1,1,0.39394987726951636
93,-40.67856539708821,0.692243772272076,4137.080916936029,607.3668454452916,94,EProp,0.01,0.1,1,0.3960631848827724
94,-40.64918651370009,0.6554634863627946,4130.465000006288,602.98096791091,95,EProp,0.01,0.1,1,0.3954298104860121
95,-40.49466432975455,0.7134147126054575,4120.8079042360005,594.8218650651123,96,EProp,0.01,0.1,1,0.39450528902165294
96,-40.49050213781108,0.7066080267527077,4119.711016456378,592.3794955498456,97,EProp,0.01,0.1,1,0.39440027853813114
97,-40.52631504858947,0.700641159698403,4122.695620828787,594.0817717617442,98,EProp,0.01,0.1,1,0.3946860094525331
98,-40.55604580430082,0.6623411150004084,4121.838691930123,592.6944808690116,99,EProp,0.01,0.1,1,0.3946039714175908
99,-40.55804958846276,0.7118495261791766,4126.989911464194,597.8862674181235,100,EProp,0.01,0.1,1,0.3950971231000591
100,-40.59478152696206,0.734887085869941,4132.9668612832,603.9346612330753,101,EProp,0.01,0.1,1,0.3956693260201203
101,-40.46929356935995,0.7668308309762768,4123.612440033622,595.2860328612011,102,EProp,0.01,0.1,1,0.3947737810822207
102,-40.50018520523471,0.7233722562709985,4122.355746150571,592.4734607368722,103,EProp,0.01,0.1,1,0.39465347157130287
103,-40.527246234378026,0.7547748325468588,4128.202106692488,597.4603387297005,104,EProp,0.01,0.1,1,0.3952131725350248
104,-40.38781190099367,0.7504256915352827,4113.823759252895,582.7801550126773,105,EProp,0.01,0.1,1,0.39383666233505177
105,-40.52122078947608,0.7338255174079178,4125.504630688399,591.7661742562925,106,EProp,0.01,0.1,1,0.39495492983714797
106,-40.61147026870596,0.6911204478591331,4130.259071656509,596.4145917122167,107,EProp,0.01,0.1,1,0.39541009594822357
107,-40.4779225564938,0.7920832658872263,4127.000582238103,594.6282645277229,108,EProp,0.01,0.1,1,0.3950981446659371
108,-40.41429583777868,0.8082984161423772,4122.259425392106,588.8919950766733,109,EProp,0.01,0.1,1,0.3946442503094678
109,-40.67906942848028,0.7050148464606747,4138.408427494096,603.0444509036911,110,EProp,0.01,0.1,1,0.3961902740236788
110,-40.51279115206572,0.7777070457422974,4129.049819780801,596.4840028202091,111,EProp,0.01,0.1,1,0.39529432829493505
111,-40.57986566763131,0.7399898133395513,4131.9855480970855,599.0501148474268,112,EProp,0.01,0.1,1,0.3955753800631367
112,-40.47672640857907,0.7695670918724913,4124.629350045156,592.5271424231067,113,EProp,0.01,0.1,1,0.394871134899077
113,-40.46771325307702,0.7753184976171119,4124.303175069414,591.1581940712972,114,EProp,0.01,0.1,1,0.39483990855801304
114,-40.47792462741655,0.776835436402715,4125.476006381926,591.2372299986725,115,EProp,0.01,0.1,1,0.39495218949094385
115,-40.38417258043773,0.8326616531843274,4121.683423362205,586.6378108188622,116,EProp,0.01,0.1,1,0.3945891067908754
116,-40.537014418827134,0.8122743869479176,4134.928880577505,597.5336586497407,117,EProp,0.01,0.1,1,0.39585715981552
117,-40.48076919469352,0.8342384803815719,4131.500767507509,594.6397529500695,118,EProp,0.01,0.1,1,0.3955289696234736
118,-40.58379866140493,0.8165797157885755,4140.037837719351,602.681584885017,119,EProp,0.01,0.1,1,0.39634626551049096
119,-40.53557549203137,0.8013246979759776,4133.690019000735,597.6791338311785,120,EProp,0.01,0.1,1,0.39573855747933756
120,-40.42416486277455,0.8573141729542373,4128.147903572879,592.5091953130284,121,EProp,0.01,0.1,1,0.3952079834027323
121,-40.373218973910376,0.8285662758505583,4120.178524976093,582.9380702393988,122,EProp,0.01,0.1,1,0.39444503543725784
122,-40.66020728196641,0.8296935585716843,4148.990084053809,609.4299148563642,123,EProp,0.01,0.1,1,0.39720330825784594
123,-40.51281877873169,0.905045413543375,4141.7864192275065,605.119434737539,124,EProp,0.01,0.1,1,0.39651366585267717
124,-40.59421379379662,0.7983124312998258,4139.252622509644,602.6284178056017,125,EProp,0.01,0.1,1,0.3962710929811112
125,-40.497723108687154,0.8585585670920346,4135.628167577918,600.461794534617,126,EProp,0.01,0.1,1,0.3959241060131148
126,-40.549362522310375,0.8540974325284827,4140.345995483885,604.8087491745357,127,EProp,0.01,0.1,1,0.3963757669749579
127,-40.45624096375695,0.9172459725848126,4137.348693634176,602.3797650163733,128,EProp,0.01,0.1,1,0.39608882046835436
128,-40.55038942713095,0.9113626315654266,4146.175205869637,610.0887453808523,129,EProp,0.01,0.1,1,0.3969338260695434
129,-40.45632228089698,0.8975284970670883,4135.385077796407,599.9422181769762,130,EProp,0.01,0.1,1,0.3959008338279652
130,-40.42243376960954,0.8846542749650146,4130.708804457456,594.1945502744493,131,EProp,0.01,0.1,1,0.3954531510900169
131,-40.386812073176685,0.913436640814143,4130.024871399082,591.9537111837932,132,EProp,0.01,0.1,1,0.3953876748011106
132,-40.43799366673935,0.9352432093789044,4137.323687611824,597.228945472151,133,EProp,0.01,0.1,1,0.3960864265183561
133,-40.39319912355058,0.8951571625542254,4128.835628610481,587.8153152791065,134,EProp,0.01,0.1,1,0.3952738227165347
134,-40.54682945521353,0.9643122780457292,4151.114173325927,608.4820533002288,135,EProp,0.01,0.1,1,0.3974066578125154
135,-40.62956325451712,0.8737011928275455,4150.326444734466,608.9284667962386,136,EProp,0.01,0.1,1,0.39733124466468933
136,-40.2989617186406,0.9404775852425972,4123.943930388319,585.109040546382,137,EProp,0.01,0.1,1,0.3948055162907591
137,-40.474429418924245,0.928949241083096,4140.337866000734,598.0249465537274,138,EProp,0.01,0.1,1,0.3963749886993928
138,-40.44117146931836,0.952901706859917,4139.407317617828,597.0305398551172,139,EProp,0.01,0.1,1,0.39628590270769454
139,-40.555430427516,0.9476482255823032,4150.30786530983,607.291615043697,140,EProp,0.01,0.1,1,0.3973294659646246
140,-40.46721353548172,0.9793531924774656,4144.656672795919,603.0677798835469,141,EProp,0.01,0.1,1,0.3967884493999539
141,-40.46977589861665,0.8675783968074966,4133.735429542415,591.883162827033,142,EProp,0.01,0.1,1,0.3957429048547276
142,-40.36836501848887,0.9600428627190856,4132.840788120796,590.7970015092692,143,EProp,0.01,0.1,1,0.39565725641374017
143,-40.35183181518592,0.9337516750944026,4128.558349028031,584.5668516915039,144,EProp,0.01,0.1,1,0.3952472773729137
144,-40.46435554676537,0.9943864718832768,4145.8742018648645,599.8456794608837,145,EProp,0.01,0.1,1,0.39690500946982343
145,-40.4378381609164,0.9736393450540946,4141.14775059705,595.2508905458693,146,EProp,0.01,0.1,1,0.3964525229509689
146,-40.42632717885441,0.959129297409111,4138.545647626352,592.3041441476252,147,EProp,0.01,0.1,1,0.396203410784526
147,-40.526627236827146,1.0105632774718472,4153.719051429899,606.9669393619679,148,EProp,0.01,0.1,1,0.39765603565617
148,-40.46085091774672,0.949889609374834,4141.074052712155,595.6155353822724,149,EProp,0.01,0.1,1,0.3964454674885314
149,-40.546756418570006,1.0044459046788106,4155.120232324882,609.675422738457,150,EProp,0.01,0.1,1,0.3977901776222099
150,-40.41209527081121,0.996010717575988,4140.81059883872,596.8855401062096,151,EProp,0.01,0.1,1,0.396420245748305
151,-40.54737952861665,0.9896376420754563,4153.701717069211,608.7826868804486,152,EProp,0.01,0.1,1,0.3976543761522251
152,-40.44023576109464,0.9756793135553776,4141.591507465001,598.1527369692437,153,EProp,0.01,0.1,1,0.39649500598718773
153,-40.40082992041322,1.0392828636846,4144.011278409782,600.0226079811898,154,EProp,0.01,0.1,1,0.3967266626084429
154,-40.58283230523022,0.999126464092901,4158.195876932312,613.0203655169521,155,EProp,0.01,0.1,1,0.3980846242678628
155,-40.50306089270935,1.025963138677823,4152.902403138717,609.8602366552934,156,EProp,0.01,0.1,1,0.39757785388268563
156,-40.40369913953098,1.0097521377674163,4141.345127729839,598.8199642242403,157,EProp,0.01,0.1,1,0.3964714188385295
157,-40.31353548462491,1.0210692491500133,4133.460473377491,589.6472303905957,158,EProp,0.01,0.1,1,0.3957165819433393
158,-40.31083082817358,1.054344467799745,4136.517529597332,589.9599055827296,159,EProp,0.01,0.1,1,0.3960092490308597
159,-40.486897974045405,1.0473114428085166,4153.420941685392,604.3513444125495,160,EProp,0.01,0.1,1,0.39762749613827697
160,-40.39566839968352,1.12140108056695,4151.706948025047,603.4707482325312,161,EProp,0.01,0.1,1,0.3974634070615547
161,-40.38161016562814,1.015785443105414,4139.739560873355,590.6476248741528,162,EProp,0.01,0.1,1,0.3963177099951472
162,-40.43711623210808,1.074359983097302,4151.147621520538,601.0400331469652,163,EProp,0.01,0.1,1,0.39740985997335104
163,-40.53551439563808,1.009693914453548,4154.520831009162,604.474664238984,164,EProp,0.01,0.1,1,0.3977327939744415
164,-40.42593349522299,1.112517218225776,4153.8450713448765,605.5850422336964,165,EProp,0.01,0.1,1,0.39766810016491105
165,-40.47896215688282,1.029746118305125,4150.870827518795,602.2902435253097,166,EProp,0.01,0.1,1,0.3973833611167688
166,-40.49308934196306,1.072742716317447,4156.583205828051,608.649041128449,167,EProp,0.01,0.1,1,0.39793023529976035
167,-40.60879516420501,1.0508863854524266,4165.968154965744,618.8662173752762,168,EProp,0.01,0.1,1,0.39882870282313443
168,-40.4005379569391,1.0620872328442976,4146.262518978339,601.9625728336732,169,EProp,0.01,0.1,1,0.3969421849845874
169,-40.35085405058486,1.1044113508639457,4145.5265401448805,600.0578684525144,170,EProp,0.01,0.1,1,0.3968717260966327
170,-40.4582895480665,1.061025821203904,4151.931536927041,604.5326047451728,171,EProp,0.01,0.1,1,0.39748490806615167
171,-40.33931385995728,1.0948805523391862,4143.419441229647,596.1850588103084,172,EProp,0.01,0.1,1,0.3966700031127254
172,-40.40772943929062,1.1611756029522993,4156.890504224291,607.7004815423344,173,EProp,0.01,0.1,1,0.39795965449265697
173,-40.29685087287152,1.0990176225016643,4139.586849537318,589.8451673890168,174,EProp,0.01,0.1,1,0.3963030901848672
174,-40.45382879086906,1.0537629502926151,4150.759174116168,598.5649489286008,175,EProp,0.01,0.1,1,0.3973726719851962
175,-40.54597586760567,1.0483688167834373,4159.434468438911,607.8040766461379,176,EProp,0.01,0.1,1,0.39820320074889415
176,-40.29061041887566,1.0958299291119755,4138.644034798764,589.1479296333464,177,EProp,0.01,0.1,1,0.39621282987437206
177,-40.35601229832256,1.1571259604277122,4151.313825875027,599.2388136652473,178,EProp,0.01,0.1,1,0.3974257715369152
178,-40.46728284584054,1.0865650406489245,4155.384788648947,602.1400285595911,179,EProp,0.01,0.1,1,0.3978155049054789
179,-40.35340844456751,1.1180704857119697,4147.147893027948,594.8084551964002,180,EProp,0.01,0.1,1,0.39702694621429047
180,-40.30998367998306,1.2225505780963857,4153.253425807945,599.7258916444814,181,EProp,0.01,0.1,1,0.3976114590161437
181,-40.40234781871342,1.13358195352129,4153.592977223471,598.2327105807906,182,EProp,0.01,0.1,1,0.3976439659498404
182,-40.449355918216696,1.119897844499253,4156.925376271594,601.5394490096764,183,EProp,0.01,0.1,1,0.3979629929659418
183,-40.55976118976138,1.1245120410689298,4168.427323083031,613.8454735113776,184,EProp,0.01,0.1,1,0.3990641311302549
184,-40.406379217960605,1.1276517870886336,4153.403100504924,601.4951868951271,185,EProp,0.01,0.1,1,0.39762578811397187
185,-40.36317114526909,1.2001344962341212,4156.330564150321,604.1227065916282,186,EProp,0.01,0.1,1,0.3979060486644189
